                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.81067,                   0.45,                0.92186,                0.92948,                0.93756,                0.95982,                0.70551,                0.96362,                0.47411,                0.99129,               0.001981,               0.001981,               0.001981
                     83,                0.80677,                 0.4386,                0.92201,                0.92784,                0.94094,                0.95802,                0.70553,                0.96363,                0.47431,                0.99104,               0.001882,               0.001882,               0.001882
                     84,                0.80992,                0.44461,                0.91834,                0.92587,                 0.9454,                0.95885,                0.70724,                0.95731,                0.47048,                0.98972,               0.001783,               0.001783,               0.001783
                     85,                0.81221,                0.44152,                0.91937,                0.92683,                0.94656,                0.95971,                0.70867,                0.95381,                 0.4683,                0.98873,               0.001684,               0.001684,               0.001684
                     86,                0.78517,                0.42831,                0.91248,                0.92919,                0.94292,                0.96003,                0.70936,                0.95565,                0.46803,                0.98947,               0.001585,               0.001585,               0.001585
                     87,                0.78952,                0.43611,                0.91604,                0.93204,                0.94102,                0.96047,                0.71162,                0.94828,                0.46386,                0.98682,               0.001486,               0.001486,               0.001486
                     88,                0.78531,                0.43286,                0.90983,                0.93029,                0.94342,                0.96103,                0.71262,                0.94624,                0.46396,                0.98627,               0.001387,               0.001387,               0.001387
                     89,                0.77301,                0.42341,                0.91041,                0.93312,                0.94227,                0.96217,                 0.7143,                0.94612,                0.46138,                0.98578,               0.001288,               0.001288,               0.001288
                     90,                 0.7841,                0.42823,                0.91243,                0.93307,                 0.9438,                0.96239,                0.71456,                0.94414,                0.46062,                 0.9851,               0.001189,               0.001189,               0.001189
                     91,                0.71715,                0.39371,                0.89372,                 0.9322,                0.94602,                0.96229,                 0.7163,                0.93956,                0.45821,                0.98384,                0.00109,                0.00109,                0.00109
                     92,                0.69833,                0.38456,                  0.892,                0.93359,                0.94416,                0.96174,                0.71534,                0.94382,                0.45757,                0.98561,               0.000991,               0.000991,               0.000991
                     93,                0.68132,                0.37488,                0.89111,                0.93609,                0.94061,                0.96133,                0.71598,                0.94407,                0.45772,                0.98601,               0.000892,               0.000892,               0.000892
                     94,                0.68077,                 0.3735,                0.88585,                0.93462,                0.94354,                0.96102,                0.71677,                0.94279,                0.45677,                0.98585,               0.000793,               0.000793,               0.000793
                     95,                0.67228,                 0.3681,                0.88362,                0.93442,                0.94377,                 0.9619,                0.71759,                0.94176,                0.45614,                0.98511,               0.000694,               0.000694,               0.000694
                     96,                0.66599,                0.37141,                0.88184,                0.93373,                0.94176,                0.96188,                0.71797,                0.94023,                0.45566,                0.98487,               0.000595,               0.000595,               0.000595
                     97,                0.65972,                0.36187,                0.88178,                0.93693,                 0.9412,                0.96219,                0.72057,                 0.9366,                0.45468,                 0.9839,               0.000496,               0.000496,               0.000496
                     98,                0.66711,                0.36797,                0.88789,                0.93476,                0.94242,                0.96208,                0.72025,                0.93657,                0.45493,                0.98458,               0.000397,               0.000397,               0.000397
                     99,                 0.6556,                0.36025,                0.87972,                0.93442,                0.94122,                 0.9624,                0.72131,                0.93448,                0.45402,                0.98398,               0.000298,               0.000298,               0.000298
                    100,                0.65589,                0.36069,                0.88417,                0.93428,                0.94146,                0.96247,                0.72039,                0.93708,                0.45447,                0.98509,               0.000199,               0.000199,               0.000199
