                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                 1.1738,                0.67075,                 1.0476,                0.90592,                0.88628,                0.93032,                 0.6423,                 1.0971,                 0.5958,                 1.0388,               0.003169,               0.003169,               0.003169
                     72,                 1.1677,                 0.6631,                 1.0407,                0.90734,                0.88666,                0.93145,                0.64096,                 1.1004,                0.59538,                 1.0403,                0.00307,                0.00307,                0.00307
                     73,                 1.1703,                0.66894,                 1.0363,                0.90604,                0.89343,                0.93357,                0.64578,                 1.0924,                0.58911,                 1.0367,               0.002971,               0.002971,               0.002971
                     74,                 1.1872,                0.66527,                 1.0451,                 0.9031,                0.89673,                0.93291,                 0.6468,                 1.0883,                0.58917,                 1.0355,               0.002872,               0.002872,               0.002872
                     75,                 1.1859,                0.65949,                 1.0445,                0.90956,                0.89069,                0.93283,                 0.6468,                  1.084,                0.58652,                 1.0345,               0.002773,               0.002773,               0.002773
                     76,                 1.1467,                0.64724,                  1.041,                 0.9092,                0.89504,                0.93473,                0.64925,                   1.08,                0.58385,                 1.0326,               0.002674,               0.002674,               0.002674
                     77,                 1.1663,                0.65256,                 1.0394,                0.91076,                0.89241,                0.93419,                0.64756,                 1.0799,                0.58334,                 1.0323,               0.002575,               0.002575,               0.002575
                     78,                  1.163,                0.65349,                  1.036,                0.90654,                0.89937,                0.93545,                0.65155,                 1.0708,                0.58113,                 1.0293,               0.002476,               0.002476,               0.002476
                     79,                 1.1538,                0.64503,                 1.0397,                 0.9118,                0.90011,                0.93706,                0.65379,                 1.0711,                0.57854,                 1.0289,               0.002377,               0.002377,               0.002377
                     80,                 1.1485,                0.64447,                 1.0304,                0.91015,                0.89844,                0.93634,                0.65416,                 1.0693,                0.57692,                 1.0286,               0.002278,               0.002278,               0.002278
                     81,                 1.1386,                0.65793,                 1.0338,                0.91056,                0.90113,                0.93652,                0.65447,                 1.0683,                0.57486,                 1.0278,               0.002179,               0.002179,               0.002179
                     82,                 1.1452,                0.63671,                 1.0363,                0.90586,                 0.9043,                0.93692,                0.65621,                 1.0656,                0.57418,                  1.027,                0.00208,                0.00208,                0.00208
                     83,                 1.1315,                0.64387,                  1.027,                0.90215,                0.90753,                0.93775,                0.65712,                 1.0663,                0.57143,                  1.027,               0.001981,               0.001981,               0.001981
                     84,                 1.1399,                0.63156,                 1.0349,                0.91086,                0.89995,                0.93796,                0.65784,                 1.0639,                 0.5702,                 1.0261,               0.001882,               0.001882,               0.001882
                     85,                 1.1222,                0.62863,                 1.0165,                0.90832,                0.90425,                0.93887,                0.66001,                 1.0584,                0.56683,                 1.0239,               0.001783,               0.001783,               0.001783
                     86,                  1.118,                0.62869,                 1.0282,                0.90741,                0.90394,                0.93892,                0.66117,                 1.0544,                 0.5653,                 1.0227,               0.001684,               0.001684,               0.001684
                     87,                  1.121,                0.63197,                 1.0235,                0.91062,                0.90042,                0.93956,                0.66222,                 1.0551,                0.56426,                 1.0228,               0.001585,               0.001585,               0.001585
                     88,                 1.1106,                0.61921,                 1.0162,                0.90702,                0.90501,                0.93965,                0.66261,                 1.0532,                0.56429,                 1.0221,               0.001486,               0.001486,               0.001486
                     89,                 1.1219,                0.62911,                 1.0297,                0.90973,                0.90632,                0.93953,                0.66295,                 1.0499,                0.56174,                 1.0209,               0.001387,               0.001387,               0.001387
                     90,                 1.1012,                0.61776,                 1.0188,                0.91025,                 0.9061,                0.93932,                 0.6631,                 1.0497,                 0.5621,                 1.0207,               0.001288,               0.001288,               0.001288
                     91,                 1.0202,                 0.5615,                0.98916,                0.90939,                0.90261,                0.93884,                0.65923,                 1.0563,                0.56453,                 1.0227,               0.001189,               0.001189,               0.001189
                     92,                0.99069,                0.55186,                 0.9924,                0.91288,                0.89979,                0.93966,                0.66252,                 1.0533,                0.56176,                 1.0221,                0.00109,                0.00109,                0.00109
                     93,                0.99132,                0.54544,                0.99625,                 0.9149,                0.90145,                 0.9399,                0.66387,                 1.0505,                0.55903,                 1.0214,               0.000991,               0.000991,               0.000991
                     94,                0.97484,                0.53633,                0.98741,                0.91675,                0.90363,                0.94121,                0.66553,                 1.0459,                0.55609,                 1.0202,               0.000892,               0.000892,               0.000892
                     95,                0.96657,                0.53568,                0.98109,                0.91891,                0.90359,                0.94128,                0.66636,                 1.0434,                0.55432,                 1.0197,               0.000793,               0.000793,               0.000793
                     96,                0.95854,                0.52238,                0.98326,                0.91343,                0.91003,                0.94202,                0.66723,                 1.0411,                0.55304,                 1.0185,               0.000694,               0.000694,               0.000694
                     97,                0.95587,                0.52489,                0.98633,                0.91598,                0.90756,                0.94212,                0.66804,                 1.0396,                0.55296,                  1.018,               0.000595,               0.000595,               0.000595
                     98,                0.95243,                0.51888,                0.97568,                0.91511,                0.90789,                0.94194,                0.66857,                 1.0373,                0.55158,                 1.0171,               0.000496,               0.000496,               0.000496
                     99,                0.95858,                0.51454,                0.98202,                0.91531,                0.90738,                0.94171,                0.66921,                 1.0368,                0.55153,                  1.017,               0.000397,               0.000397,               0.000397
                    100,                0.93551,                0.51445,                0.97239,                0.91425,                0.90945,                0.94148,                 0.6693,                 1.0368,                0.55128,                 1.0173,               0.000298,               0.000298,               0.000298
