epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6518.38,1.11232,0.73918,1.01011,0.82464,0.8216,0.85894,0.52177,1.40953,0.74931,1.16383,0.0029116,0.0029116,0.0029116
181,6554.65,1.11506,0.74436,1.0118,0.82367,0.82274,0.85873,0.52173,1.40935,0.74864,1.16394,0.002872,0.002872,0.002872
182,6590.49,1.11375,0.74372,1.00842,0.82298,0.82709,0.85909,0.52196,1.4093,0.74904,1.16377,0.0028324,0.0028324,0.0028324
183,6626.73,1.13268,0.75503,1.02219,0.8225,0.82743,0.85995,0.52142,1.40954,0.7475,1.16381,0.0027928,0.0027928,0.0027928
184,6662.74,1.13044,0.75891,1.02373,0.82146,0.82863,0.85874,0.52148,1.40984,0.74774,1.16415,0.0027532,0.0027532,0.0027532
185,6698.75,1.12,0.74641,1.00943,0.81492,0.83288,0.85966,0.52115,1.40981,0.7488,1.16414,0.0027136,0.0027136,0.0027136
186,6735.04,1.11721,0.73468,1.01179,0.81442,0.83194,0.86031,0.52153,1.40962,0.74922,1.16403,0.002674,0.002674,0.002674
187,6771.19,1.11013,0.73821,1.01214,0.81151,0.83499,0.85973,0.52078,1.41005,0.74835,1.16422,0.0026344,0.0026344,0.0026344
188,6807.2,1.09727,0.71987,1.00355,0.81103,0.83573,0.86036,0.52142,1.41032,0.74858,1.16443,0.0025948,0.0025948,0.0025948
189,6843.29,1.1199,0.74418,1.00779,0.81262,0.83312,0.85976,0.52227,1.4097,0.74863,1.1645,0.0025552,0.0025552,0.0025552
190,6879.65,1.09533,0.72785,1.00617,0.81507,0.83128,0.86061,0.52264,1.41003,0.74871,1.16464,0.0025156,0.0025156,0.0025156
191,6916.02,1.11411,0.74125,1.01714,0.81574,0.83216,0.86011,0.52255,1.40977,0.74838,1.1648,0.002476,0.002476,0.002476
192,6951.53,1.11089,0.72091,1.01161,0.81521,0.82821,0.85982,0.52281,1.40978,0.74799,1.16486,0.0024364,0.0024364,0.0024364
193,6987.6,1.11324,0.72771,1.01475,0.81388,0.82955,0.86059,0.52324,1.40888,0.74705,1.16442,0.0023968,0.0023968,0.0023968
194,7023.65,1.09683,0.72298,0.99707,0.81417,0.82857,0.85945,0.52265,1.40887,0.74684,1.16465,0.0023572,0.0023572,0.0023572
195,7059.76,1.08942,0.71844,1.00184,0.81834,0.82411,0.85947,0.52321,1.40837,0.7466,1.1645,0.0023176,0.0023176,0.0023176
196,7095.81,1.08905,0.71002,0.99708,0.8141,0.83194,0.8604,0.52349,1.40848,0.74584,1.16445,0.002278,0.002278,0.002278
197,7131.91,1.097,0.72206,1.00999,0.81188,0.83221,0.86053,0.52302,1.40865,0.74526,1.16447,0.0022384,0.0022384,0.0022384
198,7167.88,1.09013,0.71839,1.00548,0.8115,0.83262,0.8609,0.52298,1.40872,0.74565,1.1642,0.0021988,0.0021988,0.0021988
199,7203.68,1.08643,0.715,1.00044,0.81416,0.83302,0.86185,0.52261,1.40842,0.74485,1.16393,0.0021592,0.0021592,0.0021592
200,7239.79,1.08945,0.72125,0.99611,0.81377,0.83289,0.86224,0.5231,1.4081,0.74485,1.16382,0.0021196,0.0021196,0.0021196
201,7275.82,1.08621,0.7149,0.99517,0.81379,0.8331,0.86189,0.52371,1.40778,0.74443,1.16358,0.00208,0.00208,0.00208
202,7311.79,1.08617,0.69677,0.99543,0.81155,0.83551,0.86168,0.524,1.40772,0.74499,1.16376,0.0020404,0.0020404,0.0020404
203,7347.69,1.07662,0.7048,1.00452,0.80395,0.84585,0.86178,0.52414,1.40773,0.74504,1.16373,0.0020008,0.0020008,0.0020008
204,7383.68,1.08237,0.70176,1.00357,0.80056,0.84651,0.86199,0.5241,1.40728,0.74489,1.16376,0.0019612,0.0019612,0.0019612
205,7419.48,1.09798,0.71881,1.00505,0.80012,0.84565,0.86214,0.52451,1.40696,0.74419,1.16341,0.0019216,0.0019216,0.0019216
206,7455.48,1.08821,0.7055,1.00384,0.79802,0.848,0.86234,0.5247,1.40675,0.74365,1.16303,0.001882,0.001882,0.001882
207,7491.53,1.09157,0.70994,1.00845,0.79911,0.84711,0.8623,0.52515,1.40579,0.74318,1.16292,0.0018424,0.0018424,0.0018424
208,7527.5,1.0987,0.72876,1.00009,0.79925,0.84652,0.86251,0.52571,1.40533,0.74257,1.16274,0.0018028,0.0018028,0.0018028
209,7563.53,1.07442,0.70765,0.99613,0.80317,0.8374,0.8626,0.52538,1.40534,0.74247,1.16299,0.0017632,0.0017632,0.0017632
210,7599.55,1.09838,0.71698,1.00334,0.80405,0.83969,0.86264,0.52547,1.40497,0.74225,1.16295,0.0017236,0.0017236,0.0017236
211,7635.58,1.09594,0.70747,1.0014,0.80354,0.83964,0.86309,0.52546,1.40518,0.74205,1.16337,0.001684,0.001684,0.001684
212,7671.67,1.0671,0.71348,0.99907,0.8036,0.83916,0.86284,0.52608,1.40469,0.74226,1.16303,0.0016444,0.0016444,0.0016444
213,7707.81,1.09144,0.70014,1.00433,0.80429,0.84003,0.8628,0.5253,1.40512,0.74217,1.16342,0.0016048,0.0016048,0.0016048
214,7743.81,1.09062,0.71384,1.00408,0.80532,0.84082,0.86341,0.52567,1.40508,0.74201,1.16354,0.0015652,0.0015652,0.0015652
215,7779.79,1.07886,0.70955,1.00035,0.81168,0.83376,0.86288,0.52514,1.40489,0.74235,1.16342,0.0015256,0.0015256,0.0015256
216,7815.54,1.08525,0.70673,0.99929,0.81898,0.82908,0.86324,0.5251,1.40553,0.74225,1.16362,0.001486,0.001486,0.001486
217,7851.48,1.05352,0.68363,0.98546,0.81905,0.82875,0.86302,0.52476,1.40525,0.74235,1.16373,0.0014464,0.0014464,0.0014464
218,7887.13,1.09563,0.72001,1.00366,0.81868,0.82794,0.86308,0.5249,1.40545,0.74127,1.16378,0.0014068,0.0014068,0.0014068
219,7922.89,1.06124,0.67965,0.98786,0.8186,0.8296,0.86343,0.52546,1.40504,0.74197,1.16368,0.0013672,0.0013672,0.0013672
220,7958.69,1.05355,0.67227,0.99819,0.8187,0.8289,0.86333,0.5262,1.40491,0.74154,1.16363,0.0013276,0.0013276,0.0013276
221,7994.68,1.06392,0.68749,0.99112,0.81885,0.82885,0.8636,0.52547,1.40518,0.74135,1.16386,0.001288,0.001288,0.001288
222,8030.64,1.08297,0.68861,0.99769,0.81941,0.82875,0.86372,0.52579,1.40536,0.74104,1.164,0.0012484,0.0012484,0.0012484
223,8066.31,1.06555,0.68759,0.99657,0.82009,0.82921,0.86399,0.52616,1.40499,0.74049,1.164,0.0012088,0.0012088,0.0012088
224,8102.21,1.08669,0.70565,1.00035,0.82031,0.8296,0.86444,0.52651,1.40512,0.74078,1.16421,0.0011692,0.0011692,0.0011692
225,8138.39,1.04775,0.67605,0.98922,0.82008,0.83062,0.86509,0.52721,1.40483,0.74036,1.16431,0.0011296,0.0011296,0.0011296
226,8174.39,1.07272,0.68912,0.99615,0.82043,0.83025,0.86525,0.5273,1.40501,0.73975,1.16484,0.00109,0.00109,0.00109
227,8210.24,1.06483,0.68433,0.99387,0.82084,0.83091,0.86548,0.52704,1.40477,0.74018,1.16477,0.0010504,0.0010504,0.0010504
228,8246.16,1.07941,0.69674,1.00629,0.82147,0.83248,0.86555,0.52745,1.40513,0.73981,1.16511,0.0010108,0.0010108,0.0010108
229,8282.29,1.07892,0.69954,1.00452,0.8216,0.83261,0.86553,0.52733,1.40511,0.74011,1.16535,0.0009712,0.0009712,0.0009712
230,8318.48,1.05493,0.67391,0.9922,0.8235,0.83066,0.86552,0.52728,1.40515,0.74083,1.16558,0.0009316,0.0009316,0.0009316
231,8354.54,1.07714,0.71394,0.9943,0.82302,0.83177,0.8655,0.52744,1.40501,0.74066,1.16614,0.000892,0.000892,0.000892
232,8390.49,1.05868,0.68405,0.99255,0.82306,0.83129,0.86559,0.52748,1.40521,0.7411,1.16622,0.0008524,0.0008524,0.0008524
233,8426.45,1.07467,0.6964,0.99388,0.82309,0.83129,0.86569,0.5273,1.4047,0.74104,1.16628,0.0008128,0.0008128,0.0008128
234,8462.18,1.07938,0.69166,1.00033,0.82382,0.83021,0.86554,0.52752,1.4046,0.74153,1.16627,0.0007732,0.0007732,0.0007732
235,8497.97,1.04595,0.67497,0.99135,0.82368,0.8296,0.86532,0.5272,1.40388,0.74187,1.16606,0.0007336,0.0007336,0.0007336
236,8534.03,1.06022,0.6746,0.99281,0.82428,0.83004,0.86532,0.52761,1.40366,0.7417,1.16608,0.000694,0.000694,0.000694
237,8570.21,1.04777,0.67201,0.98762,0.82393,0.82996,0.865,0.52704,1.40373,0.7411,1.16619,0.0006544,0.0006544,0.0006544
238,8606.31,1.06318,0.67973,0.99084,0.82318,0.8296,0.86488,0.52725,1.40374,0.74193,1.16624,0.0006148,0.0006148,0.0006148
239,8642.33,1.07114,0.68425,0.99606,0.82364,0.8294,0.86486,0.52778,1.4036,0.7418,1.16643,0.0005752,0.0005752,0.0005752
240,8678.07,1.07348,0.67616,0.99447,0.82262,0.82878,0.86482,0.52741,1.40334,0.74108,1.16621,0.0005356,0.0005356,0.0005356
241,8718.22,1.02706,0.6497,1.00129,0.82257,0.82956,0.86475,0.52655,1.40312,0.74158,1.16632,0.000496,0.000496,0.000496
242,8753.85,1.01037,0.62347,0.99992,0.82259,0.82975,0.86447,0.52626,1.4025,0.741,1.16657,0.0004564,0.0004564,0.0004564
243,8788.68,1.00516,0.63009,0.99559,0.82707,0.82491,0.8646,0.52728,1.40152,0.74085,1.16633,0.0004168,0.0004168,0.0004168
244,8823.54,0.97189,0.60547,0.98742,0.82601,0.82511,0.86467,0.5269,1.40124,0.74113,1.1664,0.0003772,0.0003772,0.0003772
245,8858.02,0.99809,0.61137,0.9945,0.82357,0.82966,0.86483,0.52731,1.40101,0.74138,1.16634,0.0003376,0.0003376,0.0003376
246,8892.52,0.97715,0.59719,0.98618,0.82481,0.82668,0.86417,0.52703,1.40117,0.74185,1.16651,0.000298,0.000298,0.000298
247,8927.08,0.99821,0.62288,0.99644,0.82487,0.82507,0.86359,0.52763,1.40104,0.74244,1.16682,0.0002584,0.0002584,0.0002584
248,8962.46,0.98645,0.6094,0.98834,0.82204,0.82915,0.86333,0.52714,1.40051,0.74282,1.16646,0.0002188,0.0002188,0.0002188
249,8997.71,0.9877,0.62335,0.99043,0.82295,0.82952,0.86353,0.52703,1.40095,0.74273,1.16698,0.0001792,0.0001792,0.0001792
250,9032.43,0.97412,0.59428,0.98201,0.82472,0.82878,0.86393,0.52697,1.40099,0.74312,1.16685,0.0001396,0.0001396,0.0001396
