                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.2402,                0.69065,                 1.0665,                0.88699,                0.87717,                0.92097,                0.61669,                 1.1605,                0.62353,                 1.0592,                0.00406,                0.00406,                0.00406
                     62,                 1.2473,                0.69235,                 1.0701,                0.88788,                0.88117,                0.92158,                0.61917,                 1.1574,                 0.6256,                 1.0572,               0.003961,               0.003961,               0.003961
                     63,                 1.2336,                0.68638,                 1.0599,                0.89232,                0.88095,                0.92384,                0.62553,                 1.1464,                0.61187,                 1.0547,               0.003862,               0.003862,               0.003862
                     64,                 1.2208,                0.67828,                 1.0535,                 0.8876,                0.88633,                 0.9228,                0.62329,                 1.1456,                0.61482,                 1.0561,               0.003763,               0.003763,               0.003763
                     65,                  1.221,                0.67441,                 1.0523,                0.89253,                0.88601,                0.92364,                0.62366,                 1.1442,                0.60993,                 1.0543,               0.003664,               0.003664,               0.003664
                     66,                 1.2172,                0.67998,                 1.0476,                 0.8925,                0.88825,                0.92443,                0.62419,                 1.1437,                0.60998,                 1.0546,               0.003565,               0.003565,               0.003565
                     67,                 1.2071,                0.66308,                 1.0466,                0.89027,                 0.8884,                 0.9249,                0.62669,                 1.1356,                0.60464,                 1.0511,               0.003466,               0.003466,               0.003466
                     68,                 1.2117,                 0.6691,                 1.0513,                0.88779,                0.88925,                0.92369,                0.62401,                 1.1389,                0.60856,                 1.0524,               0.003367,               0.003367,               0.003367
                     69,                 1.2127,                0.66708,                 1.0512,                0.88939,                0.88425,                0.92452,                0.62549,                 1.1377,                0.60714,                 1.0521,               0.003268,               0.003268,               0.003268
                     70,                 1.1964,                0.65726,                 1.0503,                 0.8862,                0.88735,                0.92406,                0.62746,                 1.1324,                0.60433,                 1.0499,               0.003169,               0.003169,               0.003169
                     71,                 1.2004,                0.66284,                 1.0434,                0.88845,                0.89257,                0.92474,                0.62835,                 1.1365,                0.60272,                  1.051,                0.00307,                0.00307,                0.00307
                     72,                    1.2,                 0.6596,                 1.0471,                0.89187,                0.89351,                0.92694,                0.63133,                 1.1287,                0.59709,                 1.0492,               0.002971,               0.002971,               0.002971
                     73,                 1.1823,                0.64812,                  1.035,                0.89111,                0.89529,                0.92693,                0.62999,                 1.1284,                0.59896,                 1.0487,               0.002872,               0.002872,               0.002872
                     74,                  1.189,                0.65134,                 1.0435,                0.89293,                  0.892,                 0.9252,                0.63135,                 1.1201,                0.59712,                 1.0447,               0.002773,               0.002773,               0.002773
                     75,                  1.178,                0.64811,                 1.0386,                0.89063,                0.89675,                0.92901,                0.63414,                 1.1172,                0.59485,                 1.0435,               0.002674,               0.002674,               0.002674
                     76,                  1.176,                0.64181,                 1.0385,                0.89178,                0.89988,                0.92876,                0.63415,                  1.122,                 0.5915,                 1.0448,               0.002575,               0.002575,               0.002575
                     77,                 1.1678,                0.63719,                 1.0371,                0.89523,                0.90169,                0.93103,                0.63555,                 1.1182,                 0.5871,                 1.0435,               0.002476,               0.002476,               0.002476
                     78,                 1.1793,                0.64212,                 1.0364,                0.89192,                0.90442,                0.93218,                0.63866,                 1.1109,                0.58205,                 1.0405,               0.002377,               0.002377,               0.002377
                     79,                 1.1711,                0.63683,                 1.0364,                0.89873,                0.89843,                0.93164,                0.64013,                 1.1057,                 0.5797,                 1.0385,               0.002278,               0.002278,               0.002278
                     80,                 1.1728,                0.63881,                 1.0373,                0.89631,                0.89794,                0.93169,                0.64032,                 1.1079,                0.58216,                 1.0393,               0.002179,               0.002179,               0.002179
                     81,                 1.1537,                  0.628,                 1.0263,                0.90073,                0.89072,                0.93294,                 0.6412,                 1.1073,                0.58197,                 1.0389,                0.00208,                0.00208,                0.00208
                     82,                 1.1512,                 0.6303,                 1.0316,                 0.8922,                0.90189,                0.93363,                0.64302,                 1.1031,                0.58025,                 1.0373,               0.001981,               0.001981,               0.001981
                     83,                 1.1583,                0.62589,                 1.0285,                0.89099,                 0.9046,                  0.933,                 0.6429,                 1.1029,                0.57849,                 1.0369,               0.001882,               0.001882,               0.001882
                     84,                  1.147,                0.62107,                 1.0231,                0.89314,                0.90373,                0.93362,                0.64339,                 1.1003,                0.57643,                 1.0351,               0.001783,               0.001783,               0.001783
                     85,                 1.1502,                0.62332,                 1.0291,                0.89607,                0.90452,                0.93401,                0.64301,                 1.0968,                0.57254,                 1.0347,               0.001684,               0.001684,               0.001684
                     86,                 1.1433,                0.62014,                  1.024,                0.89482,                0.90437,                0.93357,                0.64473,                 1.0967,                 0.5741,                 1.0353,               0.001585,               0.001585,               0.001585
                     87,                 1.1393,                 0.6179,                  1.021,                0.89837,                0.90271,                0.93465,                0.64536,                  1.096,                0.57148,                 1.0358,               0.001486,               0.001486,               0.001486
                     88,                  1.122,                0.61136,                 1.0152,                0.89981,                 0.9034,                0.93531,                0.64654,                 1.0943,                 0.5692,                  1.035,               0.001387,               0.001387,               0.001387
                     89,                 1.1273,                 0.6139,                 1.0208,                 0.8964,                0.90612,                0.93475,                0.64726,                 1.0949,                0.56815,                 1.0351,               0.001288,               0.001288,               0.001288
                     90,                 1.1204,                0.60477,                 1.0182,                0.89732,                0.90421,                0.93465,                0.64833,                 1.0908,                0.56714,                 1.0339,               0.001189,               0.001189,               0.001189
                     91,                 1.0617,                0.55938,                 1.0158,                0.89965,                0.90659,                0.93679,                 0.6519,                 1.0831,                0.56158,                 1.0315,                0.00109,                0.00109,                0.00109
                     92,                 1.0413,                0.54565,                 1.0073,                0.89779,                0.91113,                0.93742,                 0.6557,                  1.078,                  0.556,                 1.0301,               0.000991,               0.000991,               0.000991
                     93,                 1.0239,                0.53953,                 1.0048,                0.89934,                0.91146,                0.93809,                0.65681,                 1.0742,                0.55141,                 1.0285,               0.000892,               0.000892,               0.000892
                     94,                 1.0255,                0.53081,                 1.0094,                0.90619,                0.90642,                0.93892,                0.65902,                 1.0717,                0.54817,                 1.0274,               0.000793,               0.000793,               0.000793
                     95,                 1.0252,                0.53454,                  1.005,                0.90923,                 0.9081,                0.94028,                0.65975,                 1.0693,                 0.5454,                 1.0261,               0.000694,               0.000694,               0.000694
                     96,                 1.0174,                0.52854,                  1.003,                0.90396,                0.91246,                0.93983,                0.66139,                 1.0653,                0.54234,                 1.0249,               0.000595,               0.000595,               0.000595
                     97,                 1.0084,                0.52395,                 1.0009,                0.90555,                0.91149,                0.94028,                 0.6621,                 1.0643,                0.54108,                 1.0245,               0.000496,               0.000496,               0.000496
                     98,                 1.0138,                0.52775,                 0.9992,                0.90813,                0.91047,                0.94092,                0.66346,                 1.0609,                 0.5399,                  1.023,               0.000397,               0.000397,               0.000397
                     99,                  1.004,                0.51925,                0.99168,                0.90745,                0.91007,                 0.9405,                0.66437,                 1.0588,                0.53906,                 1.0223,               0.000298,               0.000298,               0.000298
                    100,                0.99659,                0.52012,                0.99328,                0.90752,                0.91068,                0.94091,                 0.6651,                 1.0573,                0.53785,                 1.0217,               0.000199,               0.000199,               0.000199
