epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,3254.78,1.69841,1.36355,1.2051,0.75752,0.69568,0.76555,0.42867,1.52936,1.04921,1.16004,0.000594321,0.000594321,0.000594321
120,3270.64,1.72447,1.41743,1.21435,0.78369,0.68692,0.7771,0.43518,1.53171,1.02244,1.16344,0.000587248,0.000587248,0.000587248
121,3286.44,1.74801,1.46625,1.23172,0.77037,0.69313,0.77019,0.41966,1.56291,1.05364,1.16804,0.000580174,0.000580174,0.000580174
122,3302.83,1.72984,1.43252,1.22353,0.75837,0.70149,0.77182,0.41631,1.5865,1.08496,1.17855,0.0005731,0.0005731,0.0005731
123,3318.87,1.72825,1.40938,1.2073,0.7597,0.71004,0.77322,0.43129,1.53462,1.0493,1.16246,0.000566027,0.000566027,0.000566027
124,3334.69,1.76832,1.49463,1.22966,0.78192,0.68366,0.77509,0.43685,1.52155,1.03008,1.16182,0.000558953,0.000558953,0.000558953
125,3350.65,1.70468,1.38634,1.21478,0.77378,0.70051,0.7804,0.43635,1.52417,1.02067,1.15695,0.00055188,0.00055188,0.00055188
126,3366.65,1.7113,1.39381,1.23582,0.78248,0.70558,0.7901,0.4451,1.5183,1.01292,1.1587,0.000544806,0.000544806,0.000544806
127,3382.45,1.74134,1.46876,1.2163,0.776,0.70862,0.77981,0.43974,1.52175,1.02504,1.15918,0.000537733,0.000537733,0.000537733
128,3398.08,1.68296,1.3594,1.20596,0.79065,0.70303,0.78759,0.44514,1.52115,1.01241,1.15994,0.000530659,0.000530659,0.000530659
129,3413.89,1.72876,1.46486,1.24344,0.76696,0.70123,0.7752,0.43785,1.51734,1.01202,1.15796,0.000523586,0.000523586,0.000523586
130,3429.54,1.7226,1.4139,1.21104,0.7626,0.70549,0.77805,0.44124,1.51272,1.01397,1.15638,0.000516512,0.000516512,0.000516512
131,3445.17,1.72821,1.4301,1.2049,0.77554,0.69697,0.77756,0.43514,1.53525,1.01387,1.16788,0.000509438,0.000509438,0.000509438
132,3460.77,1.66369,1.36677,1.18855,0.81616,0.69972,0.79435,0.45269,1.49929,0.99181,1.14938,0.000502365,0.000502365,0.000502365
133,3476.57,1.68349,1.36405,1.19672,0.79616,0.69877,0.78595,0.45241,1.50026,1.0093,1.15121,0.000495291,0.000495291,0.000495291
134,3492.83,1.72477,1.42535,1.22741,0.79764,0.71768,0.79491,0.45552,1.50737,0.99045,1.15172,0.000488218,0.000488218,0.000488218
135,3508.61,1.70801,1.40776,1.20608,0.78178,0.7125,0.79273,0.44792,1.5001,0.99104,1.1544,0.000481144,0.000481144,0.000481144
136,3524.54,1.66797,1.35033,1.19238,0.78303,0.7099,0.79599,0.45625,1.50106,0.98534,1.15083,0.000474071,0.000474071,0.000474071
137,3540.33,1.68717,1.35428,1.21606,0.8159,0.69415,0.79201,0.45348,1.49462,0.99193,1.14801,0.000466997,0.000466997,0.000466997
138,3556.11,1.73096,1.41608,1.21341,0.78536,0.74199,0.80503,0.462,1.48556,0.96333,1.14613,0.000459924,0.000459924,0.000459924
139,3571.93,1.71963,1.40199,1.22757,0.7928,0.71327,0.79205,0.45158,1.50154,0.99081,1.14892,0.00045285,0.00045285,0.00045285
140,3587.76,1.68729,1.35947,1.2063,0.79333,0.7216,0.80299,0.4626,1.48225,0.96326,1.14307,0.000445777,0.000445777,0.000445777
141,3603.5,1.65883,1.34044,1.19226,0.78307,0.70708,0.79412,0.45422,1.49881,0.98937,1.14964,0.000438703,0.000438703,0.000438703
142,3619.11,1.68365,1.36381,1.19389,0.776,0.73465,0.79932,0.45679,1.49241,0.96568,1.14457,0.000431629,0.000431629,0.000431629
143,3634.91,1.65072,1.293,1.17881,0.78842,0.72031,0.80203,0.46358,1.49032,0.96886,1.14499,0.000424556,0.000424556,0.000424556
144,3650.93,1.67137,1.36589,1.20463,0.79497,0.71585,0.80045,0.45912,1.4863,0.97449,1.14553,0.000417482,0.000417482,0.000417482
145,3666.71,1.66529,1.38215,1.21724,0.80123,0.73176,0.79967,0.45772,1.48564,0.97185,1.14426,0.000410409,0.000410409,0.000410409
146,3682.31,1.66906,1.33447,1.18274,0.79817,0.72921,0.80844,0.46883,1.4892,0.95087,1.14767,0.000403335,0.000403335,0.000403335
147,3698.54,1.65963,1.29828,1.1772,0.80913,0.73333,0.81051,0.46866,1.48356,0.94754,1.1446,0.000396262,0.000396262,0.000396262
148,3714.37,1.69035,1.3761,1.20481,0.80726,0.72187,0.80848,0.46915,1.48608,0.94796,1.14424,0.000389188,0.000389188,0.000389188
149,3730.2,1.66203,1.30678,1.19503,0.80101,0.72999,0.80545,0.46444,1.49068,0.95066,1.14747,0.000382115,0.000382115,0.000382115
150,3746.09,1.70119,1.37973,1.19777,0.80243,0.73527,0.80896,0.46863,1.48165,0.94243,1.14248,0.000375041,0.000375041,0.000375041
151,3761.73,1.65028,1.31645,1.18933,0.80265,0.74108,0.81339,0.47163,1.48668,0.93351,1.14592,0.000367967,0.000367967,0.000367967
152,3777.65,1.68436,1.35196,1.19756,0.81599,0.72308,0.80996,0.47022,1.48459,0.95676,1.1458,0.000360894,0.000360894,0.000360894
153,3793.31,1.7077,1.37258,1.19662,0.8125,0.73122,0.81167,0.46783,1.49098,0.93986,1.14327,0.00035382,0.00035382,0.00035382
154,3809.08,1.65964,1.32166,1.17692,0.8012,0.73477,0.80943,0.47075,1.47875,0.9458,1.13903,0.000346747,0.000346747,0.000346747
155,3824.85,1.65622,1.32048,1.17702,0.81032,0.72489,0.81,0.47203,1.47373,0.93698,1.13892,0.000339673,0.000339673,0.000339673
156,3840.79,1.66761,1.35828,1.18592,0.79574,0.74819,0.81353,0.47556,1.4735,0.93983,1.13647,0.0003326,0.0003326,0.0003326
157,3856.58,1.63679,1.27356,1.1956,0.80821,0.74095,0.81431,0.47827,1.46599,0.92749,1.13506,0.000325526,0.000325526,0.000325526
158,3872.6,1.65229,1.30156,1.16244,0.81048,0.73539,0.8168,0.48085,1.46894,0.92599,1.13726,0.000318453,0.000318453,0.000318453
159,3888.59,1.61984,1.26629,1.16088,0.80732,0.73601,0.81646,0.47709,1.46874,0.92924,1.1372,0.000311379,0.000311379,0.000311379
160,3904.44,1.63942,1.26872,1.18867,0.83287,0.72943,0.82256,0.48288,1.46807,0.9205,1.13596,0.000304306,0.000304306,0.000304306
161,3920.32,1.64234,1.29988,1.19476,0.81363,0.73544,0.82089,0.47919,1.47531,0.91922,1.14127,0.000297232,0.000297232,0.000297232
162,3936.26,1.61813,1.26122,1.17577,0.81401,0.72852,0.81914,0.47907,1.46835,0.91936,1.13627,0.000290158,0.000290158,0.000290158
163,3952.12,1.6392,1.31189,1.18139,0.81137,0.73498,0.82196,0.48518,1.45226,0.91996,1.12996,0.000283085,0.000283085,0.000283085
164,3968.15,1.64349,1.33613,1.20147,0.80441,0.75083,0.82173,0.48538,1.45575,0.91965,1.13063,0.000276011,0.000276011,0.000276011
165,3984.22,1.6802,1.36621,1.20371,0.81175,0.73247,0.81749,0.4772,1.46028,0.92779,1.13198,0.000268938,0.000268938,0.000268938
166,4000.04,1.67264,1.32589,1.17879,0.82499,0.73394,0.82321,0.48165,1.46799,0.92236,1.13546,0.000261864,0.000261864,0.000261864
167,4015.78,1.63313,1.27761,1.16516,0.81158,0.73741,0.82139,0.47904,1.47602,0.91806,1.13773,0.000254791,0.000254791,0.000254791
168,4031.8,1.66812,1.35063,1.19961,0.82711,0.7376,0.82332,0.48196,1.46837,0.91812,1.13714,0.000247717,0.000247717,0.000247717
169,4047.56,1.64561,1.30292,1.18436,0.79348,0.75005,0.81741,0.48047,1.45639,0.92627,1.13231,0.000240644,0.000240644,0.000240644
170,4063.37,1.62373,1.29691,1.18069,0.82742,0.73141,0.82673,0.48433,1.47092,0.91335,1.13512,0.00023357,0.00023357,0.00023357
171,4079.1,1.61002,1.25844,1.18273,0.82384,0.73844,0.82793,0.48489,1.46566,0.91041,1.13601,0.000226497,0.000226497,0.000226497
172,4095.14,1.60062,1.23427,1.15531,0.82816,0.74474,0.82961,0.48572,1.46125,0.90794,1.13205,0.000219423,0.000219423,0.000219423
173,4111.07,1.6083,1.26362,1.16898,0.82861,0.7399,0.82899,0.48592,1.46161,0.90679,1.13147,0.000212349,0.000212349,0.000212349
174,4127.06,1.62684,1.28558,1.17232,0.83552,0.7363,0.83028,0.49033,1.4578,0.90061,1.13129,0.000205276,0.000205276,0.000205276
175,4142.88,1.62234,1.2615,1.14793,0.8196,0.74879,0.83053,0.48902,1.45437,0.90358,1.12806,0.000198202,0.000198202,0.000198202
176,4158.77,1.62114,1.26967,1.1725,0.82426,0.73914,0.83248,0.48942,1.45905,0.89957,1.1315,0.000191129,0.000191129,0.000191129
177,4174.44,1.61921,1.27226,1.1792,0.81571,0.75039,0.8307,0.48935,1.45511,0.89542,1.13088,0.000184055,0.000184055,0.000184055
178,4190.28,1.61418,1.26324,1.17197,0.85179,0.73117,0.83389,0.4901,1.45857,0.90168,1.13073,0.000176982,0.000176982,0.000176982
179,4206.97,1.61065,1.24803,1.16356,0.82255,0.74571,0.82956,0.49181,1.45099,0.89723,1.12934,0.000169908,0.000169908,0.000169908
180,4222.89,1.57171,1.21618,1.16091,0.82677,0.74093,0.83093,0.48991,1.45007,0.89725,1.12831,0.000162835,0.000162835,0.000162835
181,4238.6,1.61331,1.24608,1.18619,0.81855,0.75491,0.83345,0.49135,1.45177,0.89618,1.12767,0.000155761,0.000155761,0.000155761
182,4254.52,1.63438,1.28348,1.17029,0.83426,0.73122,0.83055,0.49095,1.44399,0.89792,1.12475,0.000148687,0.000148687,0.000148687
183,4270.24,1.60323,1.22052,1.1622,0.82385,0.75236,0.8321,0.49153,1.44538,0.89489,1.1265,0.000141614,0.000141614,0.000141614
184,4286.25,1.60446,1.25546,1.16249,0.82388,0.7379,0.82921,0.49238,1.44117,0.89411,1.12327,0.00013454,0.00013454,0.00013454
