epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4302.11,1.61291,1.23766,1.15871,0.83673,0.74046,0.83511,0.49383,1.44787,0.89159,1.12641,0.000127467,0.000127467,0.000127467
186,4317.87,1.60793,1.26549,1.16354,0.83276,0.75311,0.83608,0.49586,1.44823,0.88302,1.12801,0.000120393,0.000120393,0.000120393
187,4333.82,1.61354,1.25583,1.18492,0.82647,0.74862,0.83153,0.49365,1.44657,0.886,1.12729,0.00011332,0.00011332,0.00011332
188,4349.57,1.62094,1.27662,1.20004,0.82394,0.74924,0.83317,0.49205,1.44297,0.88556,1.12595,0.000106246,0.000106246,0.000106246
189,4365.24,1.61974,1.26407,1.1737,0.82729,0.75634,0.83386,0.49422,1.44196,0.88601,1.12668,9.91726e-05,9.91726e-05,9.91726e-05
190,4381.15,1.63321,1.26997,1.17924,0.82412,0.75567,0.83414,0.49415,1.44435,0.88629,1.12631,9.20991e-05,9.20991e-05,9.20991e-05
191,4400.27,1.59072,1.22508,1.22056,0.83078,0.74703,0.83222,0.48921,1.45723,0.898,1.13385,8.50255e-05,8.50255e-05,8.50255e-05
192,4416.22,1.59217,1.26758,1.2189,0.82452,0.75049,0.82989,0.48699,1.46069,0.89657,1.13526,7.7952e-05,7.7952e-05,7.7952e-05
193,4432.1,1.61979,1.27293,1.21275,0.81519,0.76217,0.8329,0.4888,1.45963,0.88971,1.13192,7.08784e-05,7.08784e-05,7.08784e-05
194,4447.76,1.60826,1.22391,1.2098,0.81546,0.75814,0.83145,0.49082,1.45835,0.88846,1.13089,6.38049e-05,6.38049e-05,6.38049e-05
195,4463.53,1.5898,1.21993,1.20035,0.8182,0.76287,0.83158,0.49092,1.45774,0.88801,1.13031,5.67313e-05,5.67313e-05,5.67313e-05
196,4479.89,1.53086,1.14748,1.17256,0.81513,0.761,0.83203,0.49021,1.45853,0.88795,1.131,4.96578e-05,4.96578e-05,4.96578e-05
197,4495.46,1.53477,1.16712,1.20807,0.82849,0.76489,0.83513,0.493,1.45774,0.88128,1.12982,4.25842e-05,4.25842e-05,4.25842e-05
198,4511.29,1.56633,1.23915,1.19259,0.83138,0.74579,0.83314,0.49144,1.45557,0.88496,1.12832,3.55107e-05,3.55107e-05,3.55107e-05
199,4526.79,1.56742,1.18335,1.21052,0.82333,0.76119,0.8355,0.49358,1.45512,0.88112,1.1288,2.84371e-05,2.84371e-05,2.84371e-05
200,4542.48,1.5163,1.13016,1.2002,0.82395,0.7598,0.83678,0.4962,1.45193,0.87683,1.12626,2.13636e-05,2.13636e-05,2.13636e-05
