                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.0036,                0.51189,                0.98149,                0.90497,                0.92226,                0.94441,                0.67366,                 1.0358,                0.50212,                 1.0158,                0.00505,                0.00505,                0.00505
                     52,                0.99161,                0.50973,                0.98122,                0.90471,                0.92147,                0.94458,                0.67178,                 1.0417,                0.50425,                 1.0164,               0.004951,               0.004951,               0.004951
                     53,                0.99638,                0.51307,                0.97416,                0.91256,                0.92468,                0.94741,                0.68235,                 1.0176,                0.48647,                 1.0096,               0.004852,               0.004852,               0.004852
                     54,                0.99205,                  0.507,                0.97968,                0.91383,                0.92133,                0.94735,                 0.6742,                  1.047,                0.49412,                 1.0188,               0.004753,               0.004753,               0.004753
                     55,                 0.9642,                0.50589,                0.97307,                0.91467,                0.92691,                0.94831,                0.68516,                 1.0168,                0.48051,                 1.0088,               0.004654,               0.004654,               0.004654
                     56,                0.98317,                0.49919,                0.97515,                 0.9088,                0.92781,                0.94648,                0.68038,                 1.0252,                0.48407,                 1.0136,               0.004555,               0.004555,               0.004555
                     57,                0.97317,                0.50439,                0.97578,                0.91487,                0.92826,                0.95016,                0.69004,                0.99662,                0.47462,                 1.0008,               0.004456,               0.004456,               0.004456
                     58,                0.95202,                 0.4983,                0.97258,                0.91476,                0.92467,                0.94855,                0.68693,                 1.0112,                0.47639,                 1.0092,               0.004357,               0.004357,               0.004357
                     59,                0.95532,                 0.4881,                0.96619,                0.91184,                0.93301,                0.94947,                0.69134,                0.99785,                0.46845,                 1.0026,               0.004258,               0.004258,               0.004258
                     60,                 0.9461,                0.49044,                0.96709,                0.91215,                0.93133,                0.95021,                0.69269,                0.99659,                0.47006,                 1.0024,               0.004159,               0.004159,               0.004159
                     61,                 0.9514,                  0.489,                0.96861,                0.91388,                0.92959,                0.95009,                0.69572,                0.99068,                0.47155,                      1,                0.00406,                0.00406,                0.00406
                     62,                0.93376,                0.47603,                0.96177,                0.91468,                0.93147,                0.95086,                0.69738,                0.97901,                0.46359,                0.99587,               0.003961,               0.003961,               0.003961
                     63,                0.93216,                0.47896,                0.96298,                0.91885,                0.93108,                0.95233,                0.69891,                0.97962,                0.45995,                 0.9968,               0.003862,               0.003862,               0.003862
                     64,                0.92779,                0.47376,                0.95696,                0.91506,                0.93388,                0.95404,                0.69847,                0.98079,                0.45912,                0.99577,               0.003763,               0.003763,               0.003763
                     65,                0.92845,                0.47069,                0.96294,                0.92149,                0.93107,                0.95349,                0.70284,                 0.9705,                0.45481,                0.99198,               0.003664,               0.003664,               0.003664
                     66,                0.90909,                0.47137,                0.95661,                0.92128,                0.93183,                0.95308,                0.70062,                0.97931,                0.45875,                0.99606,               0.003565,               0.003565,               0.003565
                     67,                0.89748,                0.45966,                0.94961,                0.91916,                0.93698,                0.95469,                0.70297,                0.97288,                0.45497,                0.99415,               0.003466,               0.003466,               0.003466
                     68,                 0.9153,                0.46272,                0.94945,                0.92409,                0.93399,                0.95485,                0.70578,                0.95855,                0.45105,                0.99088,               0.003367,               0.003367,               0.003367
                     69,                0.90872,                0.46342,                0.95072,                0.92393,                0.93176,                0.95505,                0.70848,                0.95988,                0.45114,                0.99013,               0.003268,               0.003268,               0.003268
                     70,                 0.8944,                0.45412,                 0.9447,                0.91734,                0.94256,                0.95505,                0.70733,                0.96288,                 0.4477,                0.99156,               0.003169,               0.003169,               0.003169
                     71,                0.89876,                0.45236,                0.95559,                0.92509,                0.93933,                0.95518,                0.70902,                0.95576,                0.44371,                0.98901,                0.00307,                0.00307,                0.00307
                     72,                0.88461,                0.44884,                0.94269,                0.92566,                0.93675,                0.95397,                 0.7116,                0.94895,                0.44592,                0.98668,               0.002971,               0.002971,               0.002971
                     73,                0.86896,                0.44287,                0.93943,                0.92134,                0.94233,                0.95512,                0.71177,                0.94714,                0.44559,                0.98681,               0.002872,               0.002872,               0.002872
                     74,                0.86125,                0.44141,                0.93679,                0.92407,                0.93861,                0.95572,                0.71178,                 0.9517,                0.44394,                0.98814,               0.002773,               0.002773,               0.002773
                     75,                0.88492,                0.44876,                0.94859,                0.92118,                0.94223,                0.95614,                0.71158,                0.95659,                0.44172,                0.99034,               0.002674,               0.002674,               0.002674
                     76,                0.87425,                0.43847,                0.94263,                0.92483,                0.93656,                0.95698,                0.71324,                0.94678,                0.43747,                0.98684,               0.002575,               0.002575,               0.002575
                     77,                0.84178,                0.43266,                0.93136,                0.92126,                0.94232,                0.95729,                0.71143,                 0.9515,                0.43886,                0.98925,               0.002476,               0.002476,               0.002476
                     78,                0.85004,                 0.4269,                0.93212,                0.92551,                0.94046,                0.95708,                0.71343,                0.94558,                0.43507,                 0.9868,               0.002377,               0.002377,               0.002377
                     79,                0.86154,                0.43398,                0.93704,                 0.9283,                0.93902,                0.95807,                0.71804,                0.93917,                0.43045,                0.98422,               0.002278,               0.002278,               0.002278
                     80,                0.83815,                0.42007,                0.92738,                0.92859,                0.93736,                 0.9565,                0.71693,                0.93782,                0.43178,                0.98421,               0.002179,               0.002179,               0.002179
                     81,                0.83987,                 0.4177,                0.92778,                0.92581,                0.94025,                0.95684,                0.71755,                 0.9357,                0.43253,                0.98252,                0.00208,                0.00208,                0.00208
                     82,                 0.8326,                0.42834,                 0.9294,                0.92719,                0.94325,                0.95687,                0.72037,                0.92538,                0.42758,                0.97925,               0.001981,               0.001981,               0.001981
                     83,                0.82666,                 0.4156,                0.92766,                0.92885,                0.94333,                0.95747,                0.72147,                0.92393,                0.42534,                0.97834,               0.001882,               0.001882,               0.001882
                     84,                0.83101,                0.41896,                0.92635,                0.92494,                  0.947,                 0.9583,                0.72368,                0.92059,                0.42523,                 0.9778,               0.001783,               0.001783,               0.001783
                     85,                0.83486,                0.41476,                0.92727,                0.92701,                0.94429,                0.95818,                0.72304,                0.92073,                0.42429,                0.97785,               0.001684,               0.001684,               0.001684
                     86,                0.80392,                0.40241,                0.91845,                0.92938,                0.94267,                0.95791,                0.72314,                0.92432,                 0.4232,                0.98012,               0.001585,               0.001585,               0.001585
                     87,                0.81093,                0.41063,                0.92382,                0.92796,                0.94628,                0.95915,                0.72449,                0.92218,                0.42219,                0.97926,               0.001486,               0.001486,               0.001486
                     88,                0.80243,                0.40616,                0.91566,                0.92858,                0.94538,                0.95885,                0.72512,                0.92032,                0.42088,                0.97793,               0.001387,               0.001387,               0.001387
                     89,                0.78731,                0.39828,                0.91491,                0.92779,                0.94688,                0.95984,                0.72601,                0.92114,                 0.4214,                0.97901,               0.001288,               0.001288,               0.001288
                     90,                  0.804,                0.40062,                0.92061,                0.92675,                0.94707,                0.96012,                0.72728,                0.91795,                0.41933,                0.97785,               0.001189,               0.001189,               0.001189
                     91,                0.75111,                0.37565,                 0.9039,                0.93132,                0.94265,                0.96037,                0.73049,                0.91314,                0.41782,                0.97596,                0.00109,                0.00109,                0.00109
                     92,                0.72872,                 0.3635,                 0.9012,                0.93105,                0.94402,                   0.96,                0.72917,                 0.9154,                0.41803,                0.97648,               0.000991,               0.000991,               0.000991
                     93,                 0.7126,                0.35565,                0.89993,                   0.93,                0.94307,                0.95963,                 0.7279,                 0.9188,                0.41957,                0.97866,               0.000892,               0.000892,               0.000892
                     94,                0.71223,                 0.3499,                0.89472,                0.92754,                0.94521,                0.95888,                0.72689,                0.92054,                0.41997,                0.98014,               0.000793,               0.000793,               0.000793
                     95,                0.70141,                0.34723,                0.89142,                0.93087,                0.94334,                0.95913,                0.72689,                0.91957,                0.42013,                0.98036,               0.000694,               0.000694,               0.000694
                     96,                 0.6997,                 0.3491,                 0.8911,                0.93225,                0.94222,                0.95942,                0.72767,                0.91723,                0.41984,                0.97977,               0.000595,               0.000595,               0.000595
                     97,                0.69393,                0.33805,                0.89193,                0.93233,                0.94201,                0.95963,                0.72809,                0.91787,                0.41926,                0.98025,               0.000496,               0.000496,               0.000496
                     98,                0.69791,                0.34673,                0.89672,                0.93287,                0.94135,                0.95927,                0.72795,                  0.918,                0.41938,                0.98045,               0.000397,               0.000397,               0.000397
                     99,                0.68349,                0.33573,                0.88697,                0.93238,                0.94201,                0.95971,                0.72849,                0.91627,                0.41816,                0.97989,               0.000298,               0.000298,               0.000298
                    100,                0.68538,                  0.338,                0.89173,                0.93341,                0.94153,                0.95983,                0.72918,                0.91545,                0.41769,                0.97988,               0.000199,               0.000199,               0.000199
