epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,5251.98,1.28853,1.23985,1.08205,0.81861,0.8123,0.84209,0.49794,1.41155,0.78875,1.14636,0.0026245,0.0026245,0.0026245
151,5286.96,1.26288,1.2064,1.06364,0.82012,0.80907,0.8428,0.49936,1.40891,0.78742,1.14503,0.002575,0.002575,0.002575
152,5321.61,1.2618,1.18313,1.0756,0.82059,0.80974,0.84167,0.49927,1.40832,0.78556,1.14543,0.0025255,0.0025255,0.0025255
153,5356.62,1.28121,1.23923,1.06977,0.81354,0.81576,0.84252,0.5002,1.40782,0.78271,1.14529,0.002476,0.002476,0.002476
154,5391.41,1.29431,1.24326,1.07708,0.81082,0.82213,0.8432,0.50085,1.40527,0.78233,1.14437,0.0024265,0.0024265,0.0024265
155,5426.3,1.27513,1.20429,1.07898,0.8164,0.81996,0.84499,0.49894,1.40617,0.78083,1.14502,0.002377,0.002377,0.002377
156,5460.99,1.28732,1.2271,1.07977,0.82525,0.81145,0.84565,0.4996,1.40533,0.77946,1.14459,0.0023275,0.0023275,0.0023275
157,5496.33,1.25425,1.17939,1.0725,0.82876,0.80608,0.84623,0.49948,1.40643,0.77768,1.14553,0.002278,0.002278,0.002278
158,5531.27,1.27112,1.18314,1.07957,0.82337,0.80885,0.84533,0.50035,1.40701,0.77613,1.14551,0.0022285,0.0022285,0.0022285
159,5565.99,1.24437,1.19623,1.05869,0.82079,0.80978,0.84546,0.49929,1.40856,0.77727,1.14583,0.002179,0.002179,0.002179
160,5601.24,1.27578,1.20215,1.07664,0.8188,0.81141,0.84555,0.50097,1.40759,0.77722,1.14558,0.0021295,0.0021295,0.0021295
161,5636.74,1.28647,1.21846,1.07266,0.81659,0.81499,0.84571,0.50137,1.40655,0.77654,1.14512,0.00208,0.00208,0.00208
162,5671.76,1.27566,1.17754,1.07049,0.82095,0.80899,0.84687,0.50145,1.40599,0.77429,1.14385,0.0020305,0.0020305,0.0020305
163,5706.71,1.25298,1.22224,1.06978,0.82576,0.80711,0.84801,0.50081,1.40588,0.77359,1.14393,0.001981,0.001981,0.001981
164,5741.36,1.25669,1.20733,1.06726,0.82805,0.80877,0.84665,0.50038,1.40664,0.77411,1.14474,0.0019315,0.0019315,0.0019315
