epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,6297.4,1.23381,1.14949,1.05055,0.82708,0.80534,0.84712,0.5043,1.40043,0.77098,1.14246,0.0011395,0.0011395,0.0011395
181,6332.39,1.24281,1.16112,1.05642,0.8257,0.80666,0.84764,0.50553,1.39981,0.769,1.14252,0.00109,0.00109,0.00109
182,6367.73,1.22822,1.14862,1.05156,0.83091,0.80567,0.84812,0.50659,1.39859,0.76783,1.14182,0.0010405,0.0010405,0.0010405
183,6403.06,1.24643,1.1709,1.07022,0.83262,0.80489,0.84882,0.50859,1.39882,0.76841,1.14192,0.000991,0.000991,0.000991
184,6438.3,1.24954,1.20203,1.07171,0.83223,0.80595,0.84952,0.50845,1.39831,0.76729,1.14122,0.0009415,0.0009415,0.0009415
185,6473.38,1.22466,1.14962,1.05198,0.82865,0.80881,0.84924,0.50874,1.39795,0.76675,1.1412,0.000892,0.000892,0.000892
186,6508.31,1.2222,1.13596,1.05221,0.82807,0.80745,0.84913,0.50861,1.3984,0.76619,1.14123,0.0008425,0.0008425,0.0008425
187,6542.99,1.21771,1.16709,1.05854,0.82705,0.81219,0.84981,0.50963,1.39823,0.76598,1.14123,0.000793,0.000793,0.000793
188,6577.81,1.22115,1.15462,1.05193,0.82724,0.8109,0.84984,0.50905,1.39787,0.76541,1.14123,0.0007435,0.0007435,0.0007435
189,6612.47,1.2387,1.16805,1.05164,0.83124,0.80762,0.84958,0.50873,1.39813,0.76573,1.14114,0.000694,0.000694,0.000694
190,6647.24,1.20715,1.16426,1.05216,0.82924,0.80741,0.84935,0.50921,1.398,0.76552,1.14111,0.0006445,0.0006445,0.0006445
191,6687.3,1.20358,1.17041,1.0727,0.81741,0.82151,0.84992,0.50911,1.39829,0.7659,1.14168,0.000595,0.000595,0.000595
192,6723.41,1.2025,1.16867,1.07259,0.81617,0.82283,0.84911,0.50926,1.39846,0.76641,1.14156,0.0005455,0.0005455,0.0005455
193,6758.16,1.17868,1.13056,1.063,0.81661,0.82408,0.85026,0.50867,1.3979,0.76656,1.14144,0.000496,0.000496,0.000496
194,6792.08,1.14929,1.17752,1.06591,0.81665,0.82369,0.85099,0.50906,1.39667,0.76598,1.14119,0.0004465,0.0004465,0.0004465
195,6826.3,1.15989,1.16433,1.05335,0.81611,0.82439,0.85103,0.50931,1.39641,0.7659,1.1412,0.000397,0.000397,0.000397
196,6861.07,1.15089,1.09643,1.05811,0.81734,0.82287,0.85136,0.50947,1.39635,0.76629,1.14155,0.0003475,0.0003475,0.0003475
197,6896.66,1.16292,1.1316,1.05795,0.81847,0.82329,0.85234,0.51001,1.39622,0.76637,1.14142,0.000298,0.000298,0.000298
198,6931.83,1.16363,1.41316,1.05001,0.81726,0.82454,0.85208,0.50944,1.39664,0.76685,1.1419,0.0002485,0.0002485,0.0002485
199,6967.09,1.14025,1.10319,1.0593,0.82619,0.8133,0.85189,0.50994,1.39575,0.76641,1.14188,0.000199,0.000199,0.000199
200,7001.9,1.14238,1.13381,1.05207,0.82766,0.8131,0.85232,0.51018,1.39567,0.76614,1.14184,0.0001495,0.0001495,0.0001495
