epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,25791.6,1.01657,0.58717,0.97082,0.93144,0.95051,0.96438,0.73853,0.87427,0.46573,0.95237,0.003565,0.003565,0.003565
132,25963.3,1.01866,0.59441,0.97972,0.93124,0.95032,0.96451,0.73846,0.87468,0.46516,0.95255,0.0035155,0.0035155,0.0035155
133,26128.8,1.01191,0.58687,0.97438,0.93228,0.94946,0.96445,0.73888,0.87471,0.46455,0.95263,0.003466,0.003466,0.003466
134,26298.3,1.0049,0.58151,0.96704,0.93348,0.94836,0.96445,0.73903,0.8748,0.46453,0.95298,0.0034165,0.0034165,0.0034165
135,26473.1,1.00859,0.58669,0.97337,0.93387,0.94824,0.96447,0.73938,0.87393,0.46382,0.9527,0.003367,0.003367,0.003367
136,26645.2,1.00859,0.58292,0.97218,0.93393,0.94766,0.96456,0.73958,0.87357,0.46293,0.95252,0.0033175,0.0033175,0.0033175
137,26818.2,1.00961,0.58502,0.97332,0.93343,0.94811,0.96474,0.73972,0.87268,0.46272,0.95226,0.003268,0.003268,0.003268
138,26991.7,0.99843,0.57818,0.97063,0.93426,0.94875,0.96464,0.74033,0.87054,0.46142,0.95188,0.0032185,0.0032185,0.0032185
139,27162.7,0.98568,0.5695,0.96321,0.93682,0.94643,0.96466,0.74036,0.86946,0.46067,0.95159,0.003169,0.003169,0.003169
140,27337.4,0.98719,0.57049,0.9644,0.9363,0.94787,0.9644,0.74109,0.86893,0.46044,0.95147,0.0031195,0.0031195,0.0031195
141,27505.7,0.98866,0.57496,0.96447,0.9377,0.94803,0.9646,0.74117,0.86802,0.45983,0.95115,0.00307,0.00307,0.00307
142,27678.7,0.99162,0.57353,0.96298,0.93713,0.94859,0.96447,0.74112,0.86669,0.45946,0.95089,0.0030205,0.0030205,0.0030205
143,27849.3,0.98066,0.56459,0.96038,0.93676,0.94965,0.96446,0.74219,0.865,0.45861,0.95043,0.002971,0.002971,0.002971
144,28017.4,0.98412,0.56747,0.96611,0.93789,0.94892,0.96461,0.74241,0.86415,0.45798,0.9502,0.0029215,0.0029215,0.0029215
145,28192.7,0.99636,0.56982,0.96532,0.93785,0.94878,0.96451,0.74258,0.86332,0.45774,0.94987,0.002872,0.002872,0.002872
146,28361,0.99305,0.57184,0.96567,0.93723,0.94977,0.96419,0.74214,0.86269,0.45778,0.94969,0.0028225,0.0028225,0.0028225
147,28527.3,0.96979,0.55975,0.96092,0.93784,0.94906,0.96417,0.7426,0.86208,0.45784,0.94954,0.002773,0.002773,0.002773
148,28695.4,0.98329,0.56213,0.96513,0.9375,0.94877,0.96447,0.74314,0.86109,0.45724,0.94922,0.0027235,0.0027235,0.0027235
149,28860.8,0.97666,0.56345,0.95846,0.9383,0.94777,0.96446,0.74321,0.86041,0.45681,0.94885,0.002674,0.002674,0.002674
150,29031.3,0.9705,0.55844,0.96066,0.93895,0.94833,0.96441,0.7436,0.85992,0.45662,0.94866,0.0026245,0.0026245,0.0026245
151,29207.3,0.97698,0.56118,0.9588,0.9394,0.94739,0.96445,0.74356,0.8591,0.45627,0.94836,0.002575,0.002575,0.002575
152,29376.9,0.96353,0.55645,0.95634,0.93986,0.94808,0.96445,0.74404,0.85826,0.45591,0.94817,0.0025255,0.0025255,0.0025255
153,29549.4,0.97427,0.56171,0.95962,0.94047,0.94817,0.96458,0.74453,0.85744,0.45562,0.948,0.002476,0.002476,0.002476
154,29721.1,0.96499,0.55683,0.95917,0.94138,0.94743,0.96448,0.74469,0.85691,0.4551,0.94789,0.0024265,0.0024265,0.0024265
155,29893.6,0.96732,0.5551,0.96243,0.94054,0.94739,0.9644,0.7449,0.85631,0.45464,0.94766,0.002377,0.002377,0.002377
156,30066,0.95869,0.55014,0.95823,0.94017,0.94732,0.96438,0.74533,0.8555,0.45393,0.94736,0.0023275,0.0023275,0.0023275
157,30233.4,0.96432,0.55148,0.95997,0.93866,0.94829,0.96427,0.74539,0.85494,0.45371,0.94717,0.002278,0.002278,0.002278
158,30403.6,0.96134,0.55118,0.95491,0.93631,0.95034,0.96439,0.74504,0.85445,0.45318,0.94699,0.0022285,0.0022285,0.0022285
